300.386, 129.829, 6.266,  4.882 False
300.282, 129.836, 6.278,  4.899 False
300.177, 129.844, 6.289,  4.916 False
300.073, 129.851, 6.302,  4.933 False
299.968, 129.859, 6.315,  4.950 False
299.862, 129.866, 6.329,  4.967 False
299.757, 129.874, 6.343,  4.984 False
299.651, 129.881, 6.359,  5.001 False
299.545, 129.888, 6.375,  5.018 False
299.439, 129.896, 6.391,  5.035 False
299.332, 129.903, 6.409,  5.052 False
299.225, 129.911, 6.427,  5.069 False
299.118, 129.918, 6.445,  5.086 False
299.011, 129.926, 6.465,  5.103 False
298.903, 129.933, 6.485,  5.120 False
298.795, 129.941, 6.505,  5.137 False
298.686, 129.948, 6.526,  5.154 False
298.577, 129.956, 6.548,  5.171 False
298.468, 129.964, 6.569,  5.188 False
298.358, 129.972, 6.592,  5.205 False
298.248, 129.980, 6.614,  5.222 False
298.138, 129.988, 6.636,  5.239 False
298.027, 129.996, 6.659,  5.256 False
297.916, 130.004, 6.681,  5.273 False
297.805, 130.012, 6.703,  5.290 False
297.693, 130.020, 6.725,  5.307 False
297.580, 130.028, 6.746,  5.324 False
297.468, 130.036, 6.767,  5.341 False
297.355, 130.044, 6.787,  5.358 False
297.242, 130.053, 6.807,  5.375 False
297.128, 130.061, 6.825,  5.392 False
297.015, 130.069, 6.843,  5.409 False
296.901, 130.077, 6.861,  5.426 False
296.786, 130.085, 6.877,  5.443 False
296.672, 130.093, 6.893,  5.460 False
296.557, 130.101, 6.909,  5.477 False
296.442, 130.109, 6.924,  5.494 False
296.326, 130.117, 6.938,  5.511 False
296.211, 130.125, 6.952,  5.528 False
296.095, 130.133, 6.966,  5.545 False
295.979, 130.141, 6.979,  5.562 False
295.863, 130.149, 6.992,  5.579 False
295.746, 130.157, 7.005,  5.596 False
295.630, 130.165, 7.018,  5.613 False
295.513, 130.173, 7.031,  5.630 False
295.396, 130.180, 7.044,  5.647 False
295.278, 130.188, 7.057,  5.664 False
295.161, 130.196, 7.070,  5.681 False
295.043, 130.204, 7.083,  5.698 False
294.925, 130.212, 7.097,  5.715 False
294.807, 130.220, 7.110,  5.732 False
294.688, 130.228, 7.124,  5.749 False
294.570, 130.236, 7.139,  5.766 False
294.451, 130.245, 7.153,  5.783 False
294.332, 130.252, 7.168,  5.800 False
294.212, 130.260, 7.183,  5.817 False
294.092, 130.268, 7.199,  5.834 False
293.973, 130.276, 7.214,  5.851 False
293.852, 130.284, 7.230,  5.868 False
293.732, 130.292, 7.247,  5.885 False
293.611, 130.299, 7.263,  5.902 False
293.490, 130.307, 7.280,  5.919 False
293.368, 130.315, 7.297,  5.936 False
293.247, 130.323, 7.315,  5.953 False
293.125, 130.330, 7.332,  5.970 False
293.002, 130.338, 7.350,  5.987 False
292.880, 130.346, 7.368,  6.004 False
292.757, 130.353, 7.386,  6.021 False
292.634, 130.361, 7.404,  6.038 False
292.510, 130.369, 7.422,  6.055 False
292.387, 130.376, 7.439,  6.072 False
292.263, 130.384, 7.457,  6.089 False
292.138, 130.391, 7.475,  6.106 False
292.013, 130.399, 7.493,  6.123 False
291.889, 130.406, 7.510,  6.140 False
291.763, 130.414, 7.527,  6.157 False
291.638, 130.421, 7.545,  6.174 False
291.512, 130.429, 7.562,  6.191 False
291.386, 130.436, 7.578,  6.208 False
291.259, 130.444, 7.595,  6.225 False
291.133, 130.451, 7.612,  6.242 False
291.006, 130.458, 7.628,  6.259 False
290.879, 130.466, 7.644,  6.276 False
290.751, 130.473, 7.661,  6.293 False
290.623, 130.480, 7.677,  6.310 False
290.495, 130.487, 7.693,  6.327 False
290.367, 130.494, 7.708,  6.344 False
290.239, 130.502, 7.724,  6.361 False
290.110, 130.509, 7.740,  6.378 False
289.981, 130.516, 7.756,  6.395 False
289.851, 130.523, 7.771,  6.412 False
289.722, 130.530, 7.787,  6.429 False
289.592, 130.537, 7.802,  6.446 False
289.462, 130.544, 7.818,  6.463 False
289.332, 130.550, 7.833,  6.480 False
289.201, 130.557, 7.849,  6.497 False
289.070, 130.564, 7.864,  6.514 False
288.939, 130.571, 7.880,  6.531 False
288.807, 130.578, 7.896,  6.548 False
288.676, 130.584, 7.912,  6.565 False
288.544, 130.591, 7.927,  6.582 False
288.412, 130.598, 7.943,  6.599 False
288.279, 130.604, 7.959,  6.616 False
288.146, 130.611, 7.975,  6.633 False
288.013, 130.617, 7.991,  6.650 False
287.880, 130.624, 8.007,  6.667 False
287.747, 130.630, 8.022,  6.684 False
287.613, 130.637, 8.039,  6.701 False
287.479, 130.643, 8.055,  6.718 False
287.344, 130.649, 8.071,  6.735 False
287.210, 130.655, 8.087,  6.752 False
287.075, 130.662, 8.103,  6.769 False
286.940, 130.668, 8.119,  6.786 False
286.804, 130.674, 8.136,  6.803 False
286.668, 130.680, 8.152,  6.820 False
286.532, 130.686, 8.169,  6.837 False
286.396, 130.692, 8.185,  6.854 False
286.259, 130.697, 8.201,  6.871 False
286.123, 130.703, 8.217,  6.888 False
285.985, 130.709, 8.234,  6.905 False
285.848, 130.714, 8.249,  6.922 False
285.710, 130.719, 8.265,  6.939 False
285.573, 130.725, 8.279,  6.956 False
285.434, 130.730, 8.293,  6.973 False
285.296, 130.735, 8.307,  6.990 False
285.158, 130.741, 8.319,  7.007 False
285.019, 130.745, 8.330,  7.024 False
284.880, 130.751, 8.341,  7.041 False
284.741, 130.755, 8.350,  7.058 False
284.602, 130.760, 8.359,  7.075 False
284.462, 130.765, 8.366,  7.092 False
284.323, 130.770, 8.372,  7.109 False
284.184, 130.774, 8.376,  7.126 False
284.044, 130.779, 8.380,  7.143 False
283.905, 130.783, 8.383,  7.160 False
283.765, 130.788, 8.385,  7.177 False
283.625, 130.792, 8.385,  7.194 False
283.486, 130.796, 8.385,  7.211 False
283.346, 130.800, 8.382,  7.228 False
283.207, 130.802, 8.376,  7.245 False
283.068, 130.802, 8.366,  7.262 False
282.928, 130.803, 8.364,  7.279 False
282.789, 130.805, 8.362,  7.296 False
282.650, 130.809, 8.356,  7.313 False
282.511, 130.810, 8.351,  7.330 False
282.372, 130.811, 8.343,  7.347 False
282.233, 130.812, 8.340,  7.364 False
282.094, 130.815, 8.334,  7.381 False
281.956, 130.816, 8.329,  7.398 False
281.817, 130.816, 8.322,  7.415 False
281.679, 130.814, 8.314,  7.432 False
281.540, 130.814, 8.312,  7.449 False
281.402, 130.812, 8.307,  7.466 False
281.263, 130.811, 8.305,  7.483 False
281.125, 130.809, 8.302,  7.500 False
280.987, 130.808, 8.301,  7.517 False
280.849, 130.805, 8.297,  7.534 False
280.710, 130.803, 8.297,  7.551 False
280.572, 130.802, 8.296,  7.568 False
280.434, 130.802, 8.293,  7.585 False
280.296, 130.802, 8.293,  7.602 False
280.158, 130.802, 8.294,  7.619 False
280.019, 130.800, 8.290,  7.636 False
279.881, 130.797, 8.289,  7.653 False
279.743, 130.792, 8.287,  7.670 False
279.605, 130.789, 8.290,  7.687 False
279.467, 130.788, 8.288,  7.704 False
279.329, 130.788, 8.284,  7.721 False
279.191, 130.788, 8.287,  7.738 False
279.053, 130.787, 8.290,  7.755 False
278.914, 130.787, 8.294,  7.772 False
278.776, 130.786, 8.297,  7.789 False
278.638, 130.783, 8.296,  7.806 False
278.500, 130.780, 8.298,  7.823 False
278.361, 130.778, 8.301,  7.840 False
278.223, 130.778, 8.301,  7.857 False
278.084, 130.776, 8.305,  7.874 False
277.946, 130.773, 8.306,  7.891 False
277.807, 130.769, 8.308,  7.908 False
277.669, 130.766, 8.313,  7.925 False
277.530, 130.762, 8.314,  7.942 False
277.392, 130.758, 8.319,  7.959 False
277.253, 130.755, 8.321,  7.976 False
277.114, 130.754, 8.323,  7.993 False
276.976, 130.752, 8.325,  8.010 False
276.837, 130.751, 8.328,  8.027 False
276.698, 130.748, 8.327,  8.044 False
276.559, 130.743, 8.326,  8.061 False
276.421, 130.738, 8.326,  8.078 False
276.282, 130.733, 8.328,  8.095 False
276.143, 130.728, 8.328,  8.112 False
276.005, 130.723, 8.330,  8.129 False
275.866, 130.717, 8.330,  8.146 False
275.727, 130.712, 8.332,  8.163 False
275.588, 130.706, 8.332,  8.180 False
275.450, 130.701, 8.333,  8.197 False
275.311, 130.694, 8.332,  8.214 False
275.172, 130.689, 8.333,  8.231 False
275.034, 130.682, 8.332,  8.248 False
274.895, 130.676, 8.332,  8.265 False
274.756, 130.670, 8.331,  8.282 False
274.617, 130.663, 8.331,  8.299 False
274.479, 130.656, 8.330,  8.316 False
274.340, 130.650, 8.330,  8.333 False
274.202, 130.642, 8.328,  8.350 False
274.063, 130.635, 8.328,  8.367 False
273.924, 130.628, 8.327,  8.384 False
273.786, 130.621, 8.326,  8.401 False
273.647, 130.613, 8.325,  8.418 False
273.509, 130.606, 8.324,  8.435 False
273.370, 130.598, 8.323,  8.452 False
273.232, 130.590, 8.322,  8.469 False
273.093, 130.582, 8.321,  8.486 False
272.955, 130.574, 8.321,  8.503 False
272.817, 130.566, 8.320,  8.520 False
272.678, 130.558, 8.319,  8.537 False
272.540, 130.549, 8.319,  8.554 False
272.401, 130.542, 8.318,  8.571 False
272.263, 130.533, 8.318,  8.588 False
272.125, 130.525, 8.318,  8.605 False
271.986, 130.517, 8.317,  8.622 False
271.848, 130.509, 8.317,  8.639 False
271.710, 130.500, 8.317,  8.656 False
271.571, 130.492, 8.317,  8.673 False
271.433, 130.483, 8.317,  8.690 False
271.294, 130.475, 8.317,  8.707 False
271.156, 130.466, 8.317,  8.724 False
271.018, 130.458, 8.317,  8.741 False
270.879, 130.449, 8.318,  8.758 False
270.741, 130.441, 8.318,  8.775 False
270.603, 130.432, 8.318,  8.792 False
270.464, 130.424, 8.318,  8.809 False
270.326, 130.415, 8.319,  8.826 False
270.188, 130.406, 8.319,  8.843 False
270.049, 130.398, 8.319,  8.860 False
269.911, 130.389, 8.320,  8.877 False
269.772, 130.380, 8.320,  8.894 False
269.634, 130.371, 8.320,  8.911 False
269.496, 130.363, 8.320,  8.928 False
269.357, 130.354, 8.321,  8.945 False
269.219, 130.345, 8.321,  8.962 False
269.080, 130.337, 8.321,  8.979 False
268.942, 130.328, 8.322,  8.996 False
268.803, 130.320, 8.322,  9.013 False
268.665, 130.311, 8.322,  9.030 False
268.527, 130.303, 8.322,  9.047 False
268.388, 130.294, 8.322,  9.064 False
268.250, 130.286, 8.322,  9.081 False
268.111, 130.277, 8.323,  9.098 False
267.973, 130.269, 8.323,  9.115 False
267.834, 130.261, 8.323,  9.132 False
267.696, 130.252, 8.323,  9.149 False
267.557, 130.244, 8.323,  9.166 False
267.419, 130.235, 8.323,  9.183 False
267.280, 130.227, 8.323,  9.200 False
267.142, 130.219, 8.323,  9.217 False
267.003, 130.211, 8.323,  9.234 False
266.865, 130.202, 8.322,  9.251 False
266.727, 130.194, 8.322,  9.268 False
266.588, 130.186, 8.322,  9.285 False
266.450, 130.178, 8.322,  9.302 False
266.311, 130.170, 8.322,  9.319 False
266.173, 130.162, 8.322,  9.336 False
266.034, 130.154, 8.322,  9.353 False
265.896, 130.146, 8.322,  9.370 False
265.757, 130.138, 8.321,  9.387 False
265.619, 130.130, 8.321,  9.404 False
265.480, 130.123, 8.321,  9.421 False
265.342, 130.115, 8.321,  9.438 False
265.203, 130.107, 8.321,  9.455 False
265.065, 130.100, 8.321,  9.472 False
264.926, 130.092, 8.321,  9.489 False
264.788, 130.085, 8.321,  9.506 False
264.650, 130.077, 8.321,  9.523 False
264.511, 130.070, 8.321,  9.540 False
264.373, 130.063, 8.321,  9.557 False
264.234, 130.055, 8.320,  9.574 False
264.096, 130.048, 8.320,  9.591 False
263.957, 130.041, 8.320,  9.608 False
263.819, 130.034, 8.321,  9.625 False
263.680, 130.027, 8.320,  9.642 False
263.542, 130.019, 8.321,  9.659 False
263.403, 130.012, 8.321,  9.676 False
263.265, 130.005, 8.321,  9.693 False
263.126, 129.999, 8.321,  9.710 False
262.988, 129.992, 8.321,  9.727 False
262.849, 129.985, 8.321,  9.744 False
262.711, 129.978, 8.321,  9.761 False
262.572, 129.972, 8.321,  9.778 False
262.434, 129.965, 8.321,  9.795 False
262.295, 129.959, 8.321,  9.812 False
262.156, 129.952, 8.321,  9.829 False
262.018, 129.946, 8.321,  9.846 False
261.879, 129.940, 8.321,  9.863 False
261.741, 129.934, 8.321,  9.880 False
261.602, 129.927, 8.321,  9.897 False
261.464, 129.921, 8.321,  9.914 False
261.325, 129.915, 8.321,  9.931 False
261.187, 129.909, 8.321,  9.948 False
261.048, 129.903, 8.322,  9.965 False
260.909, 129.897, 8.322,  9.982 False
260.771, 129.891, 8.322,  9.999 False
260.632, 129.885, 8.322, 10.016 False
260.494, 129.879, 8.322, 10.033 False
260.355, 129.874, 8.322, 10.050 False
260.217, 129.868, 8.322, 10.067 False
260.078, 129.863, 8.322, 10.084 False
259.939, 129.857, 8.322, 10.101 False
259.801, 129.851, 8.322, 10.118 False
259.662, 129.846, 8.322, 10.135 False
259.524, 129.841, 8.322, 10.152 False
259.385, 129.835, 8.322, 10.169 False
259.246, 129.830, 8.322, 10.186 False
259.108, 129.825, 8.322, 10.203 False
258.969, 129.820, 8.322, 10.220 False
258.831, 129.815, 8.322, 10.237 False
258.692, 129.810, 8.322, 10.254 False
258.553, 129.805, 8.322, 10.271 False
258.415, 129.800, 8.322, 10.288 False
258.276, 129.795, 8.322, 10.305 False
258.138, 129.790, 8.322, 10.322 False
257.999, 129.785, 8.322, 10.339 False
257.860, 129.781, 8.322, 10.356 False
257.722, 129.776, 8.322, 10.373 False
257.583, 129.772, 8.322, 10.390 False
257.444, 129.767, 8.322, 10.407 False
257.306, 129.763, 8.322, 10.424 False
257.167, 129.758, 8.322, 10.441 False
257.029, 129.754, 8.322, 10.458 False
256.890, 129.749, 8.322, 10.475 False
256.751, 129.745, 8.322, 10.492 False
256.613, 129.741, 8.322, 10.509 False
256.474, 129.737, 8.322, 10.526 False
256.335, 129.733, 8.322, 10.543 False
256.197, 129.729, 8.322, 10.560 False
256.058, 129.725, 8.322, 10.577 False
255.919, 129.721, 8.322, 10.594 False
255.781, 129.717, 8.322, 10.611 False
255.642, 129.713, 8.322, 10.628 False
255.504, 129.709, 8.322, 10.645 False
255.365, 129.705, 8.322, 10.662 False
